,Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,Shipping Cost,Distance,order_coords
192,TRANSFER,6,4,-24.8199997,132.0,Shipping canceled,0,24,Women's Apparel,Houston,EE. UU.,XXXXXXXXX,Willie,2805,Smith,XXXXXXXXX,Consumer,TX,6350 Lost Hollow,77093.0,5,Golf,29.83435631,-95.33792877,USCA,Ottawa,Canada,2805,12/17/2016 8:48,49075,502,18.0,0.119999997,122703,50.0,-0.189999998,3,150.0,132.0,-24.8199997,Canada,Ontario,SUSPECTED_FRAUD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/23/2016 8:48,Standard Class,2.49,2436.7913180329147,"Ottawa, Eastern Ontario, Ontario, Canada"
193,TRANSFER,5,4,33.0,132.0,Shipping canceled,0,24,Women's Apparel,Freeport,EE. UU.,XXXXXXXXX,Patricia,1509,Petersen,XXXXXXXXX,Consumer,NY,3675 Emerald Goose Bank,11520.0,5,Golf,40.65486527,-73.58707428,USCA,Houston,Estados Unidos,1509,5/8/2016 17:42,33824,502,18.0,0.119999997,84425,50.0,0.25,3,150.0,132.0,33.0,US Center ,Texas,SUSPECTED_FRAUD,77041.0,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/13/2016 17:42,Standard Class,1.16,2312.839747783655,"Houston, Harris County, Texas, United States"
194,TRANSFER,6,4,36.54000092,130.5,Shipping canceled,0,24,Women's Apparel,Houston,EE. UU.,XXXXXXXXX,Willie,2805,Smith,XXXXXXXXX,Consumer,TX,6350 Lost Hollow,77093.0,5,Golf,29.83435631,-95.33792877,USCA,Ottawa,Canada,2805,12/17/2016 8:48,49075,502,19.5,0.129999995,122700,50.0,0.280000001,3,150.0,130.5,36.54000092,Canada,Ontario,SUSPECTED_FRAUD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/23/2016 8:48,Standard Class,2.04,2436.7913180329147,"Ottawa, Eastern Ontario, Ontario, Canada"
195,TRANSFER,4,4,-76.37000275,99.58000183,Shipping canceled,0,29,Shop By Sport,Carlisle,EE. UU.,XXXXXXXXX,Mary,12253,Chan,XXXXXXXXX,Consumer,PA,4898 Red Butterfly Autoroute,17013.0,5,Golf,40.2372818,-76.96795654,USCA,Kitchener,Canada,12253,8/30/2016 14:02,41623,627,20.38999939,0.170000002,103905,39.99000168,-0.769999981,3,119.9700012,99.58000183,-76.37000275,Canada,Ontario,SUSPECTED_FRAUD,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,9/3/2016 14:02,Standard Class,1.89,461.56963142944517,"Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, Canada"
196,TRANSFER,2,4,8.760000229,99.58000183,Shipping canceled,0,29,Shop By Sport,Los Angeles,EE. UU.,XXXXXXXXX,Nicole,3528,Brooks,XXXXXXXXX,Consumer,CA,7312 Crystal Willow Villas,90023.0,5,Golf,34.20339966,-118.6059036,USCA,Philadelphia,Estados Unidos,3528,7/27/2016 6:01,39271,627,20.38999939,0.170000002,98043,39.99000168,0.090000004,3,119.9700012,99.58000183,8.760000229,East of USA,Pensilvania,SUSPECTED_FRAUD,19134.0,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,7/29/2016 6:01,Standard Class,2.42,3876.5184246381077,"Philadelphia, Philadelphia County, Pennsylvania, United States"
197,TRANSFER,4,4,36.36999893,74.22000122,Shipping canceled,0,40,Accessories,Ewa Beach,EE. UU.,XXXXXXXXX,Bruce,11018,Smith,XXXXXXXXX,Consumer,HI,9595 Blue Promenade,96706.0,6,Outdoors,21.31185532,-158.0046844,USCA,Des Plaines,Estados Unidos,11018,7/17/2016 10:14,38598,893,0.75,0.01,96337,24.98999977,0.49000001,3,74.97000122,74.22000122,36.36999893,US Center ,Illinois,SUSPECTED_FRAUD,60016.0,893,40,,http://images.acmesports.sports/Team+Golf+Pittsburgh+Steelers+Putter+Grip,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,0,7/21/2016 10:14,Standard Class,3.11,6837.495194298224,"Des Plaines, Maine Township, Cook County, Illinois, United States"
198,TRANSFER,6,4,18.12999916,40.29000092,Shipping canceled,0,41,Trade-In,Lakewood,EE. UU.,XXXXXXXXX,Mary,3222,Williams,XXXXXXXXX,Consumer,NJ,1790 Noble Brook Run,8701.0,6,Outdoors,40.09635925,-74.21524048,USCA,Elmhurst,Estados Unidos,3222,7/6/2016 10:26,37845,924,7.679999828,0.159999996,94445,15.98999977,0.449999988,3,47.97000122,40.29000092,18.12999916,US Center ,Illinois,SUSPECTED_FRAUD,60126.0,924,41,,http://images.acmesports.sports/Glove+It+Urban+Brick+Golf+Towel,Glove It Urban Brick Golf Towel,15.98999977,0,7/12/2016 10:26,Standard Class,2.53,1170.7047457273457,"Elmhurst, DuPage County, Illinois, 60126, United States"
199,TRANSFER,2,4,-12.98999977,227.9600067,Shipping canceled,0,17,Cleats,Rome,EE. UU.,XXXXXXXXX,Melissa,6246,Ramirez,XXXXXXXXX,Consumer,NY,2459 Round Spring Towers,13440.0,4,Apparel,43.21662521,-75.45603943,Africa,Antananarivo,Madagascar,6246,9/9/2016 22:05,42331,365,12.0,0.050000001,105703,59.99000168,-0.059999999,4,239.9600067,227.9600067,-12.98999977,East Africa,Analamanga,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/11/2016 22:05,Standard Class,3.95,14085.672384909582,"Antananarivo, Analamanga, Province d’Antananarivo, 101, Madagasikara / Madagascar"
200,TRANSFER,6,4,74.04000092,203.9700012,Shipping canceled,0,17,Cleats,Vista,EE. UU.,XXXXXXXXX,Gregory,8741,Smith,XXXXXXXXX,Consumer,CA,690 Colonial Pine Passage,92083.0,4,Apparel,33.21121979,-117.2510605,Africa,Algiers,Argelia,8741,8/26/2016 12:38,41345,365,35.99000168,0.150000006,103211,59.99000168,0.360000014,4,239.9600067,203.9700012,74.04000092,North Africa,Alger,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/1/2016 12:38,Standard Class,3.46,10094.526851804889,"Alger, Alger Centre ⴷⵣⴰⵢⴻⵔ ⵜⴰⵍⴻⵎⵎⴰⵙⵜ الجزائر الوسطى, Daïra Sidi M'Hamed, Alger, 16007, Algérie"
201,TRANSFER,4,4,90.0,200.0,Shipping canceled,0,24,Women's Apparel,Fort Worth,EE. UU.,XXXXXXXXX,Elizabeth,8050,Smith,XXXXXXXXX,Consumer,TX,739 Jagged Goose Street,76106.0,5,Golf,32.8013916,-97.3302536,Africa,Monrovia,Liberia,8050,1/16/2017 22:04,51168,502,0.0,0.0,127882,50.0,0.449999988,4,200.0,200.0,90.0,West Africa,Montserrado,CANCELED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/20/2017 22:04,Standard Class,1.85,9312.36026301547,"Monrovia, Greater Monrovia, Montserrado County, Liberia"
202,TRANSFER,4,4,-2.190000057,156.7599945,Shipping canceled,0,29,Shop By Sport,Fort Worth,EE. UU.,XXXXXXXXX,Elizabeth,8050,Smith,XXXXXXXXX,Consumer,TX,739 Jagged Goose Street,76106.0,5,Golf,32.8013916,-97.3302536,Africa,Monrovia,Liberia,8050,1/16/2017 22:04,51168,627,3.200000048,0.02,127881,39.99000168,-0.01,4,159.9600067,156.7599945,-2.190000057,West Africa,Montserrado,CANCELED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/20/2017 22:04,Standard Class,3.79,9312.36026301547,"Monrovia, Greater Monrovia, Montserrado County, Liberia"
203,TRANSFER,5,4,85.05000305,189.0,Shipping canceled,0,24,Women's Apparel,Fond Du Lac,EE. UU.,XXXXXXXXX,Mary,5474,Sanchez,XXXXXXXXX,Consumer,WI,29 Gentle Spring Mews,54935.0,5,Golf,43.78569031,-88.47438049,Africa,Jartum,Sudán,5474,9/28/2016 10:19,43599,502,11.0,0.059999999,108885,50.0,0.449999988,4,200.0,189.0,85.05000305,North Africa,Jartum,CANCELED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,10/3/2016 10:19,Standard Class,2.07,11128.705721769866,"الخرطوم, ولاية الخرطوم, السودان"
204,TRANSFER,2,4,3.039999962,79.97000122,Shipping canceled,0,40,Accessories,Philadelphia,EE. UU.,XXXXXXXXX,Mary,474,Patton,XXXXXXXXX,Consumer,PA,5532 Tawny Pines,19139.0,6,Outdoors,39.79661942,-75.47006989,Africa,Gagnoa,Costa de Marfil,474,9/3/2016 15:26,41901,905,19.98999977,0.200000003,104591,24.98999977,0.039999999,4,99.95999908,79.97000122,3.039999962,West Africa,Fromager,CANCELED,,905,40,,http://images.acmesports.sports/Team+Golf+Texas+Longhorns+Putter+Grip,Team Golf Texas Longhorns Putter Grip,24.98999977,0,9/5/2016 15:26,Standard Class,1.59,5713.197469323979,
205,TRANSFER,2,4,-266.7900085,363.9599915,Advance shipping,0,9,Cardio Equipment,Ontario,EE. UU.,XXXXXXXXX,Mary,12255,Davis,XXXXXXXXX,Consumer,CA,4502 Hazy Run,91764.0,3,Footwear,34.07656479,-117.61409,Africa,Livingstone,Zambia,12255,9/16/2016 1:13,42751,191,36.0,0.090000004,106706,99.98999786,-0.730000019,4,399.9599915,363.9599915,-266.7900085,East Africa,Meridional,PENDING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/18/2016 1:13,Standard Class,1.71,8692.884434947662,
206,TRANSFER,4,4,64.79000092,239.9600067,Shipping on time,0,17,Cleats,Oviedo,EE. UU.,XXXXXXXXX,Mark,10288,Smith,XXXXXXXXX,Consumer,FL,6026 Stony Elk Hill,32765.0,4,Apparel,28.62217712,-81.20755768,Africa,Fes,Marruecos,10288,10/20/2016 3:59,45088,365,0.0,0.0,112591,59.99000168,0.270000011,4,239.9600067,239.9600067,64.79000092,North Africa,Fez-Bulmán,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/24/2016 3:59,Standard Class,2.73,6950.1562789862655,
207,TRANSFER,5,4,83.62000275,230.3600006,Late delivery,1,17,Cleats,Buffalo,EE. UU.,XXXXXXXXX,Mary,4717,Sanders,XXXXXXXXX,Consumer,NY,4903 Lazy Parkway,14221.0,4,Apparel,42.9666214,-78.74194336,Africa,Cairo,Egipto,4717,1/7/2017 0:11,50489,365,9.600000381,0.039999999,126156,59.99000168,0.360000014,4,239.9600067,230.3600006,83.62000275,North Africa,El Cairo,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/12/2017 0:11,Standard Class,3.37,9229.779806230435,"القاهرة, مصر"
208,TRANSFER,5,4,74.08999634,227.9600067,Late delivery,1,17,Cleats,Honolulu,EE. UU.,XXXXXXXXX,Paul,4799,Jensen,XXXXXXXXX,Consumer,HI,3902 Foggy Swale,96822.0,4,Apparel,21.30562019,-157.8386993,Africa,Dakar,Senegal,4799,10/10/2016 6:06,44409,365,12.0,0.050000001,110862,59.99000168,0.330000013,4,239.9600067,227.9600067,74.08999634,West Africa,Dakar,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/15/2016 6:06,Standard Class,3.92,14140.736276942063,"Dakar, Région de Dakar, Sénégal"
209,TRANSFER,2,4,92.97000122,226.7599945,Advance shipping,0,17,Cleats,Oceanside,EE. UU.,XXXXXXXXX,Walter,4533,Chavez,XXXXXXXXX,Consumer,CA,990 Dewy Crest,92056.0,4,Apparel,33.18587494,-117.3658524,Africa,Hurghada,Egipto,4533,9/6/2016 13:30,42101,365,13.19999981,0.059999999,105115,59.99000168,0.409999996,4,239.9600067,226.7599945,92.97000122,North Africa,Al Bahr al Ahmar,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/8/2016 13:30,Standard Class,3.36,12662.295961139973,"الغردقة, البحر الأحمر, 84512, مصر"
210,TRANSFER,5,4,70.55999756,208.7700043,Late delivery,1,17,Cleats,North Tonawanda,EE. UU.,XXXXXXXXX,Joyce,12383,Phillips,XXXXXXXXX,Consumer,NY,9899 Hazy Falls,14120.0,4,Apparel,43.02910233,-78.87342072,Africa,Kenitra,Marruecos,12383,1/6/2017 1:25,50424,365,31.19000053,0.129999995,125992,59.99000168,0.340000004,4,239.9600067,208.7700043,70.55999756,North Africa,Garb-Chrarda-Beni Hsen,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/11/2017 1:25,Standard Class,3.17,5703.224464527288,
211,TRANSFER,6,4,96.0,200.0,Late delivery,1,24,Women's Apparel,Clovis,EE. UU.,XXXXXXXXX,Daniel,3518,Smith,XXXXXXXXX,Consumer,CA,7449 Merry Chase,93611.0,5,Golf,36.82690048,-119.6776962,Africa,Abidjan,Costa de Marfil,3518,12/28/2016 7:33,49825,502,0.0,0.0,124562,50.0,0.479999989,4,200.0,200.0,96.0,West Africa,Lagunes,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/3/2017 7:33,Standard Class,2.31,8543.000183112976,
212,TRANSFER,5,4,-145.1300049,198.0,Late delivery,1,24,Women's Apparel,Jamaica,EE. UU.,XXXXXXXXX,Mary,4674,Lynn,XXXXXXXXX,Consumer,NY,7694 Velvet Turnabout,11434.0,5,Golf,40.70170975,-73.80841827,Africa,Hurghada,Egipto,4674,8/25/2016 18:46,41294,502,2.0,0.01,103083,50.0,-0.730000019,4,200.0,198.0,-145.1300049,North Africa,Al Bahr al Ahmar,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,8/30/2016 18:46,Standard Class,2.86,9426.201360747107,"الغردقة, البحر الأحمر, 84512, مصر"
213,TRANSFER,4,4,45.0,155.1600037,Shipping on time,0,29,Shop By Sport,Granite City,EE. UU.,XXXXXXXXX,Pamela,8519,Michael,XXXXXXXXX,Consumer,IL,1585 Stony Rabbit Hollow,62040.0,5,Golf,38.69002152,-90.14477539,Africa,Niamey,Níger,8519,9/5/2016 10:10,42023,627,4.800000191,0.029999999,104898,39.99000168,0.289999992,4,159.9600067,155.1600037,45.0,West Africa,Niamey,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,9/9/2016 10:10,Standard Class,1.74,9277.381868427665,"Niamey Bas, Niamey, Niger"
214,TRANSFER,5,4,51.09000015,151.1600037,Late delivery,1,29,Shop By Sport,Medford,EE. UU.,XXXXXXXXX,Betty,5302,Smith,XXXXXXXXX,Consumer,MA,2289 Cozy Promenade,2155.0,5,Golf,42.41968918,-71.10621643,Africa,Sale,Marruecos,5302,11/28/2016 9:00,47774,627,8.800000191,0.059999999,119464,39.99000168,0.340000004,4,159.9600067,151.1600037,51.09000015,North Africa,Rabat-Salé-Zemur-Zaer,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/3/2016 9:00,Standard Class,1.14,5245.607865288279,
215,TRANSFER,3,4,31.25,111.5999985,Advance shipping,0,26,Girls' Apparel,Pomona,EE. UU.,XXXXXXXXX,Mary,3594,Smith,XXXXXXXXX,Consumer,CA,830 Clear Sky Vale,91766.0,5,Golf,34.04991913,-117.7161026,Africa,Pretoria,SudAfrica,3594,9/2/2016 13:30,41827,564,8.399999619,0.07,104416,30.0,0.280000001,4,120.0,111.5999985,31.25,Southern Africa,Gauteng,PENDING,,564,26,,http://images.acmesports.sports/Nike+Men%27s+Deutschland+Weltmeister+Winners+Black+T-Shirt,Nike Men's Deutschland Weltmeister Winners Bl,30.0,0,9/5/2016 13:30,Standard Class,1.2,16624.85239441968,"Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa"
216,TRANSFER,4,4,-459.0,170.0,Shipping on time,0,24,Women's Apparel,Tempe,EE. UU.,XXXXXXXXX,Christian,9890,Luna,XXXXXXXXX,Consumer,AZ,2833 Clear Valley,85281.0,5,Golf,33.41519928,-111.9199905,Africa,Marrakech,Marruecos,9890,11/19/2016 21:27,47193,502,30.0,0.150000006,117955,50.0,-2.700000048,4,200.0,170.0,-459.0,North Africa,Marrakech-Tensift-Al Hauz,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/23/2016 21:27,Standard Class,1.17,8449.23560067274,
217,TRANSFER,2,4,-248.0,160.0,Advance shipping,0,24,Women's Apparel,Santa Ana,EE. UU.,XXXXXXXXX,Mary,1410,Smith,XXXXXXXXX,Consumer,CA,4682 Cozy Freeway,92703.0,5,Golf,33.74279404,-117.8847504,Africa,Bur Sudan,Sudán,1410,9/14/2016 5:26,42626,502,40.0,0.200000003,106390,50.0,-1.549999952,4,200.0,160.0,-248.0,North Africa,Mar Rojo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,9/16/2016 5:26,Standard Class,1.49,13539.062126875842,"بورتسودان, البحر الأحمر, 79800, السودان"
218,TRANSFER,5,4,13.19999981,150.0,Late delivery,1,24,Women's Apparel,York,EE. UU.,XXXXXXXXX,Mary,7521,Ortega,XXXXXXXXX,Consumer,PA,4196 Noble Beacon Mews,17402.0,5,Golf,39.9602356,-76.67675781,Africa,Lagos,Nigeria,7521,11/5/2016 9:13,46199,502,50.0,0.25,115493,50.0,0.090000004,4,200.0,150.0,13.19999981,West Africa,Lagos,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/10/2016 9:13,Standard Class,1.8,8707.351985857222,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
219,TRANSFER,4,4,46.29000092,94.45999908,Shipping on time,0,40,Accessories,Aurora,EE. UU.,XXXXXXXXX,Mary,2106,Grimes,XXXXXXXXX,Consumer,CO,231 Bright Alley,80010.0,6,Outdoors,39.74543381,-104.8753815,Africa,Lagos,Nigeria,2106,12/8/2016 12:08,48468,885,5.5,0.059999999,121217,24.98999977,0.49000001,4,99.95999908,94.45999908,46.29000092,West Africa,Lagos,PENDING,,885,40,,http://images.acmesports.sports/Team+Golf+St.+Louis+Cardinals+Putter+Grip,Team Golf St. Louis Cardinals Putter Grip,24.98999977,0,12/12/2016 12:08,Standard Class,2.43,11091.451894080441,"Lagos, Lagos Island, Lagos, 100242, Nigeria"
220,TRANSFER,5,4,182.1399994,395.9599915,Late delivery,1,9,Cardio Equipment,Simi Valley,EE. UU.,XXXXXXXXX,Mary,8144,Summers,XXXXXXXXX,Consumer,CA,3926 Stony Gardens,93065.0,3,Footwear,34.27391052,-118.7662125,Africa,Quelimane,Mozambique,8144,1/14/2017 14:22,51009,191,4.0,0.01,127490,99.98999786,0.460000008,4,399.9599915,395.9599915,182.1399994,East Africa,Zambezia,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/19/2017 14:22,Standard Class,2.29,16996.72079899549,"Quelimane, Cidade de Quelimane, Zambézia, Moçambique"
221,TRANSFER,5,4,-261.4400024,391.9599915,Late delivery,1,9,Cardio Equipment,Silver Spring,EE. UU.,XXXXXXXXX,Tiffany,5643,Caldwell,XXXXXXXXX,Consumer,MD,3632 Fallen Pioneer Isle,20904.0,3,Footwear,39.04636002,-76.98272705,Africa,Port Elizabeth,SudAfrica,5643,11/5/2016 19:43,46229,191,8.0,0.02,115564,99.98999786,-0.670000017,4,399.9599915,391.9599915,-261.4400024,Southern Africa,Cabo Oriental,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/10/2016 19:43,Standard Class,1.21,13279.178855805507,"Gqeberha, Nelson Mandela Bay Metropolitan Municipality, Eastern Cape, 6006, South Africa"
222,TRANSFER,3,4,178.5800018,379.9599915,Advance shipping,0,9,Cardio Equipment,Saint Paul,EE. UU.,XXXXXXXXX,Paul,2041,Garcia,XXXXXXXXX,Consumer,MN,1070 Dusty Beacon Maze,55124.0,3,Footwear,44.72552109,-93.20613098,Africa,Shinyanga,Tanzania,2041,9/17/2016 23:07,42882,191,20.0,0.050000001,107084,99.98999786,0.469999999,4,399.9599915,379.9599915,178.5800018,East Africa,Shinyanga,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/20/2016 23:07,Standard Class,3.81,13117.097624650576,"Shinyanga, Shinyanga Urban, Shinyanga, Lake Zone, 37000, Tanzania"
223,TRANSFER,3,4,167.4199982,363.9599915,Advance shipping,0,9,Cardio Equipment,San Antonio,EE. UU.,XXXXXXXXX,Stephen,7537,Lee,XXXXXXXXX,Consumer,TX,469 Crystal Anchor Mountain,78201.0,3,Footwear,29.45598984,-98.52809143,Africa,Kismaayo,Somalia,7537,11/14/2016 13:14,46827,191,36.0,0.090000004,117074,99.98999786,0.460000008,4,399.9599915,363.9599915,167.4199982,East Africa,Jubbada Hoose,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/17/2016 13:14,Standard Class,2.36,14787.730721787062,"Kismaayo كيسمايو, Kismayo, Jubbada Hoose جوبا السفلى, Jubaland جوبالاند, Soomaaliya الصومال"
224,TRANSFER,5,4,-76.66999817,359.9599915,Late delivery,1,9,Cardio Equipment,Philadelphia,EE. UU.,XXXXXXXXX,George,3056,Middleton,XXXXXXXXX,Consumer,PA,3601 Cozy Creek Trail,19143.0,3,Footwear,39.95672989,-75.19525909,Africa,Butare,Ruanda,3056,12/11/2016 15:49,48684,191,40.0,0.100000001,121737,99.98999786,-0.209999993,4,399.9599915,359.9599915,-76.66999817,East Africa,Meridional,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/16/2016 15:49,Standard Class,2.49,5683.789195901181,
225,TRANSFER,5,4,165.4199982,351.9599915,Late delivery,1,9,Cardio Equipment,Philadelphia,EE. UU.,XXXXXXXXX,George,3056,Middleton,XXXXXXXXX,Consumer,PA,3601 Cozy Creek Trail,19143.0,3,Footwear,39.95672989,-75.19525909,Africa,Butare,Ruanda,3056,12/11/2016 15:49,48684,191,48.0,0.119999997,121735,99.98999786,0.469999999,4,399.9599915,351.9599915,165.4199982,East Africa,Meridional,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/16/2016 15:49,Standard Class,1.43,5683.789195901181,
226,TRANSFER,2,4,-82.01000214,351.9599915,Advance shipping,0,9,Cardio Equipment,Philadelphia,EE. UU.,XXXXXXXXX,Samuel,7967,Jones,XXXXXXXXX,Consumer,PA,7007 Quiet Via,19149.0,3,Footwear,40.03775024,-75.06806183,Africa,Cairo,Egipto,7967,11/8/2016 13:14,46416,191,48.0,0.119999997,116042,99.98999786,-0.230000004,4,399.9599915,351.9599915,-82.01000214,North Africa,El Cairo,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/10/2016 13:14,Standard Class,3.02,9157.392368891866,"القاهرة, مصر"
227,TRANSFER,4,4,91.79000092,339.9700012,Shipping on time,0,9,Cardio Equipment,Bronx,EE. UU.,XXXXXXXXX,Larry,1758,King,XXXXXXXXX,Consumer,NY,2515 Burning Boulevard,10466.0,3,Footwear,40.86353684,-73.87049866,Africa,Newcastle,SudAfrica,1758,11/22/2016 2:00,47343,191,59.99000168,0.150000006,118360,99.98999786,0.270000011,4,399.9599915,339.9700012,91.79000092,Southern Africa,KwaZulu-Natal,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/26/2016 2:00,Standard Class,2.66,13077.299772095024,"Newcastle, Newcastle Local Municipality, Amajuba District Municipality, KwaZulu-Natal, 2940, South Africa"
228,DEBIT,2,4,40.56000137,124.7900009,Advance shipping,0,18,Men's Footwear,Greenville,EE. UU.,XXXXXXXXX,Peter,7884,Smith,XXXXXXXXX,Corporate,NC,2127 Cozy Deer Bank,27858.0,4,Apparel,35.60034943,-77.33486939,Pacific Asia,Estambul,Turquía,7884,8/31/2016 12:06,41686,403,5.199999809,0.039999999,104060,129.9900055,0.330000013,1,129.9900055,124.7900009,40.56000137,West Asia,Estambul,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/2/2016 12:06,Standard Class,3.48,8681.358893167922,"İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34126, Türkiye"
